"Transaction ID","Due/Scheduled date","Date paid","Type","Amount","Currency","FX rate on transaction date","Amount (EUR)","Counterparty","Expense category","Channel/warehouse","Status","Reconciled","Supporting document","Notes","PO#/Shipment Ref"
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
